bfsCode;Gemeindename;Kanton_Code;Kanton;Bezirk_Code;Bezirksname;Grossregion_Code;Grossregion_Text;Agglo_2012_Code;Agglo_2012_Text;Agglogrkl_2012_Code;Agglogrkl_2012_Text;raumStadt_2012_Code;raumStadt_2012_Text;Stadt_2012_Code;Stadt_2012_Text;Stadt_Land_2012_Code;Stadt_Land_2012_Text;Gdetypen_9_2012_Code;Gdetypen_9_2012_Text;Gdetypen_25_2012_Code;Gdetypen_25_2012_Text;Arbmarktgrossreg_2018_Code;Arbmarktgrossreg_2018_Text;Arbmarktreg_2018_Code;Arbmarktreg_2018_Text;Sprachgebiet_2016_Code;Sprachgebiet_2016_Text;Berggebiet_2019_Code;Berggebiet_2019_Text;DEGURBA_2011_Code;DEGURBA_2011_Text;GreaterCity_2011_Code;GreaterCity_2011_Text;Funktional_Stadt_2014_Code;Funktional_Stadt_2014_Text;MS_Region_2000_Code;MS_Region_2000_Text;Arbmarktreg_2000_Code;Arbmarktreg_2000_Text;Typ_MS_Reg_Code;Typ_MS_Reg_Text;Europ_Berggebiet_Code;Europ_Berggebiet_Text
662;Ferenbalm;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
663;Frauenkappelen;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;6;Region Bern;6012;Bern;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;11;Bern;7;Bern;1;Metropolraum, Kernagglomeration (MAC);1;Mittelland - Hochrhein
665;Gurbrü;2;BE;246;Bern-Mittelland;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
666;Kriechenwil;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
667;Laupen;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;217;Periurbane Dienstleistungsgemeinde hoher Dichte;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
668;Mühleberg;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;6;Region Bern;6012;Bern;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);1;Mittelland - Hochrhein
669;Münchenwiler;2;BE;246;Bern-Mittelland;2;Espace Mittelland;92275;Murten;0;keine Agglomerationszugehörigkeit;6;Kerngemeinde ausserhalb Agglomerationen;0;nein;1;Städtisch;13;Städtische Gemeinde einer kleinen oder ausserhalb einer Agglomeration;136;Städtische Industriegemeinde einer kleinen oder ausserhalb einer Agglomeration;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
670;Neuenegg;2;BE;246;Bern-Mittelland;2;Espace Mittelland;351;Bern;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;6;Region Bern;6012;Bern;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
671;Wileroltigen;2;BE;246;Bern-Mittelland;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;6;Region Bern;6011;Murten;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);1;Mittelland - Hochrhein
681;Belprahon;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;326;Ländliche zentral gelegene Industriegemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
683;Champoz;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
687;Corcelles (BE);2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
690;Court;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;326;Ländliche zentral gelegene Industriegemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
691;Crémines;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;326;Ländliche zentral gelegene Industriegemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
692;Eschert;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;316;Industriegemeinde eines ländlichen Zentrums;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
694;Grandval;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
696;Loveresse;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;326;Ländliche zentral gelegene Industriegemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
700;Moutier;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;316;Industriegemeinde eines ländlichen Zentrums;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
701;Perrefitte;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
703;Reconvilier;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;316;Industriegemeinde eines ländlichen Zentrums;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
704;Roches (BE);2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;5;Region Biel–Jura;5050;Moutier;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
706;Saicourt;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;338;Ländliche periphere Mischgemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
707;Saules (BE);2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
708;Schelten;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;5;Region Biel–Jura;5040;Delémont;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
709;Seehof;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;5;Region Biel–Jura;5050;Moutier;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
711;Sorvilier;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;327;Ländliche zentral gelegene Dienstleistungsgemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
713;Tavannes;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;316;Industriegemeinde eines ländlichen Zentrums;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
715;Rebévelier;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;1;Deutsch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
716;Petit-Val;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;33;Ländliche periphere Gemeinde;335;Ländliche periphere Agrargemeinde;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
717;Valbirse;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);31;Ländliche Zentrumsgemeinde;316;Industriegemeinde eines ländlichen Zentrums;5;Region Biel–Jura;5020;Tramelan–Valbirse;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
723;La Neuveville;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);21;Periurbane Gemeinde hoher Dichte;216;Periurbane Industriegemeinde hoher Dichte;3;Region Neuenburg;3030;Neuchâtel;2;Französisch;1;Gemeinden im Berggebiet;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);1;Mittelland - Hochrhein
724;Nods;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;3;Region Neuenburg;3030;Neuchâtel;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
726;Plateau de Diesse;2;BE;241;Jura bernois;2;Espace Mittelland;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;5;Region Biel–Jura;5030;Biel/Bienne;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;14;Jura bernois;6;Biel/Bienne;12;Rurale industrielle Region (RIN);3;Jura
731;Aegerten;2;BE;242;Biel/Bienne;2;Espace Mittelland;371;Biel/Bienne;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;5;Region Biel–Jura;5030;Biel/Bienne;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;13;Biel/Bienne;6;Biel/Bienne;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
732;Bellmund;2;BE;242;Biel/Bienne;2;Espace Mittelland;371;Biel/Bienne;3;100'000 - 249'999 Einwohner/innen;2;Agglomerationskerngemeinde (Hauptkern);0;nein;1;Städtisch;12;Städtische Gemeinde einer mittelgrossen Agglomeration;123;Städtische Wohngemeinde einer mittelgrossen Agglomeration;5;Region Biel–Jura;5030;Biel/Bienne;1;Deutsch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;371960;Biel/Bienne: funktionales städtisches Gebiet;13;Biel/Bienne;6;Biel/Bienne;7;Region einer Mittelagglomeration, industriell (AIM);1;Mittelland - Hochrhein
